GeneID	e125_1	e125_2	e125_3	e165_1	e165_2	e165_3	adult_1	adult_2	adult_3
ensmusg00000030533	361	449	578	471	409	1020	397	706	260
ensmusg00000030532	260	465	415	465	292	599	646	758	497
ensmusg00000108555	0	3	2	1	0	5	4	8	0
ensmusg00000038886	1256	1221	1586	2070	2006	3767	1765	2276	1182
ensmusg00000053158	13	16	12	16	12	11	25	22	12
ensmusg00000030530	246	262	329	745	591	1264	846	1051	518
ensmusg00000108436	0	0	0	0	0	0	0	5	8
ensmusg00000081664	0	0	0	0	0	0	0	0	0
ensmusg00000030528	647	575	785	130	149	332	98	97	51
ensmusg00000091989	0	3	4	3	1	0	4	5	2
ensmusg00000030527	176	133	192	1145	562	1205	1118	1306	700
ensmusg00000108643	1	0	5	3	3	7	6	0	0
ensmusg00000084821	0	0	0	1	0	0	0	16	0
ensmusg00000030536	1062	831	1025	1177	895	2204	1453	1575	866
ensmusg00000108321	1	0	0	0	0	0	0	0	0
ensmusg00000038797	122	217	263	98	90	280	124	135	79
ensmusg00000025722	221	317	332	319	282	478	413	320	228
ensmusg00000025723	3	0	6	53	47	42	102	89	48
ensmusg00000025724	890	868	1027	513	573	1079	531	696	410
ensmusg00000081372	0	0	3	0	0	0	0	0	0
ensmusg00000109390	14	9	19	12	6	1	0	0	10
ensmusg00000109367	0	0	0	0	0	0	0	0	0
ensmusg00000109008	5	4	14	84	7	26	69	99	74
ensmusg00000005621	358	475	544	670	437	1074	528	994	431
ensmusg00000109302	5	1	7	5	0	0	0	0	1
ensmusg00000038763	0	3	0	9	0	3	11	27	6
ensmusg00000085194	0	0	0	0	4	0	0	0	3
ensmusg00000025726	0	0	0	0	2	0	0	5	0
ensmusg00000083820	3	3	0	0	1	1	1	0	1
ensmusg00000109323	0	0	0	0	0	0	0	0	0
ensmusg00000025584	24	25	15	30	7	9	123	49	71
ensmusg00000083774	1	4	3	2	0	8	2	4	0
ensmusg00000061787	4401	5892	5974	1696	2281	4105	2098	2467	1370
ensmusg00000025586	6	11	18	105	22	29	199	265	137
ensmusg00000081747	0	0	0	0	0	0	0	0	0
ensmusg00000109401	2	3	0	7	2	5	4	16	10
ensmusg00000062444	497	520	651	685	645	1291	704	1203	557
ensmusg00000108970	2	1	0	12	0	3	1	0	0
ensmusg00000061877	0	0	0	0	0	0	0	0	0
ensmusg00000097277	96	32	53	49	59	55	33	37	8
ensmusg00000093107	0	0	0	0	0	0	0	0	0
ensmusg00000104618	0	0	0	0	0	0	0	0	0
ensmusg00000104453	0	0	0	6	0	0	5	0	0
ensmusg00000038663	0	1	0	1	0	0	11	16	0
ensmusg00000045795	75	100	182	115	125	220	149	210	166
ensmusg00000109428	0	0	0	1	0	3	0	0	0
ensmusg00000025813	369	341	457	140	104	290	121	112	54
ensmusg00000109194	1	1	0	0	0	3	0	2	2
ensmusg00000088057	0	0	0	0	0	0	0	0	0
ensmusg00000109519	0	0	0	0	0	0	0	0	0
ensmusg00000038646	146	169	215	255	188	390	340	413	304
ensmusg00000025102	53	98	78	74	61	77	53	77	41
ensmusg00000109485	0	3	2	0	0	0	0	2	0
ensmusg00000109427	0	0	0	0	0	7	7	1	1
ensmusg00000025103	1259	1353	1903	903	1096	2050	1176	1322	802
ensmusg00000066378	0	0	0	0	0	0	0	0	0
ensmusg00000038623	17	24	41	17	39	19	22	59	16
ensmusg00000109110	0	0	0	0	0	0	0	0	0
ensmusg00000109243	13	0	0	0	0	2	0	0	0
ensmusg00000025104	1564	1470	2097	1166	1248	2515	1290	1426	993
ensmusg00000109090	20	0	13	6	1	6	0	0	3
ensmusg00000089111	0	0	0	0	0	0	0	0	0
ensmusg00000025105	0	0	0	0	0	0	0	0	0
ensmusg00000052779	0	0	0	0	0	0	0	0	0
ensmusg00000109145	0	0	0	1	0	0	0	0	0
ensmusg00000108987	0	0	0	3	0	0	0	0	0
ensmusg00000108868	0	2	0	0	0	0	0	0	0
ensmusg00000108845	0	0	0	0	0	0	0	0	0
ensmusg00000109140	0	0	0	0	0	0	0	14	0
ensmusg00000030638	48	51	88	119	142	350	173	247	135
ensmusg00000070469	5	0	1	39	41	49	58	48	31
ensmusg00000109479	0	0	0	2	0	0	0	0	0
ensmusg00000038570	6	15	25	561	275	440	908	897	598
ensmusg00000038563	387	375	528	303	353	619	312	562	228
ensmusg00000108855	1	0	1	0	0	0	0	3	0
ensmusg00000108991	7	0	4	4	0	0	0	2	0
ensmusg00000108984	5	3	3	1	0	1	4	1	0
ensmusg00000086690	0	0	0	0	0	0	0	0	0
ensmusg00000084462	0	0	0	0	0	0	0	0	0
ensmusg00000030636	0	0	0	0	0	0	0	0	0
ensmusg00000109383	0	0	5	1	1	1	0	4	0
ensmusg00000057706	876	1033	1405	195	313	730	84	67	58
ensmusg00000109106	0	0	0	0	0	0	0	0	0
ensmusg00000109541	1	0	0	0	1	2	0	0	1
ensmusg00000077149	0	0	0	0	0	0	0	0	0
ensmusg00000053528	0	0	0	0	0	0	0	0	0
ensmusg00000108861	0	0	2	4	1	0	0	5	0
ensmusg00000109335	0	0	0	0	0	0	0	0	0
ensmusg00000109506	1	0	0	1	0	2	0	1	0
ensmusg00000109013	0	2	0	0	0	0	7	0	0
ensmusg00000108831	0	0	0	0	0	0	0	0	1
ensmusg00000109042	0	0	0	1	0	0	0	0	0
ensmusg00000094841	0	6	3	2	9	3	0	0	2
ensmusg00000038540	10	1	3	4	6	8	14	3	1
ensmusg00000087088	73	51	80	64	20	100	96	92	77
ensmusg00000046027	54	62	104	60	45	102	38	54	13
ensmusg00000108825	9	1	1	4	0	1	0	4	13
ensmusg00000001741	1	3	1	10	16	12	9	20	12
ensmusg00000085080	0	0	0	0	0	0	0	0	0
ensmusg00000109290	6	4	12	1	1	0	0	0	0
ensmusg00000063902	377	445	677	194	221	527	256	196	148
ensmusg00000011154	2	1	2	1133	421	720	2051	1796	1320
ensmusg00000109248	0	0	0	0	0	0	0	0	0
ensmusg00000109450	0	0	0	0	2	0	0	0	4
ensmusg00000109163	0	0	0	0	0	0	0	0	0
ensmusg00000109552	0	0	0	0	0	0	0	0	0
ensmusg00000109452	0	0	0	0	0	0	5	1	0
ensmusg00000070462	160	225	282	70	87	224	88	131	37
ensmusg00000038503	382	522	566	369	402	742	389	497	245
ensmusg00000108878	15	1	10	7	4	0	4	7	15
ensmusg00000052353	10	2	6	28	22	27	31	19	15
ensmusg00000038459	434	480	705	247	310	607	144	229	115
ensmusg00000097016	0	0	1	2	0	4	0	0	0
ensmusg00000092743	0	0	0	0	0	0	0	0	0
ensmusg00000109381	4	0	0	0	0	0	0	0	0
ensmusg00000109091	0	0	0	0	0	0	0	0	0
ensmusg00000015709	1128	1107	1312	751	753	1648	746	896	511
ensmusg00000065227	1	0	8	0	0	1	0	0	0
ensmusg00000109341	5	3	13	7	2	5	0	0	10
ensmusg00000108864	3	0	0	0	0	1	0	0	0
ensmusg00000109347	0	0	0	0	0	1	0	0	0
ensmusg00000097789	2	1	0	28	2	13	36	91	44
ensmusg00000109422	0	0	0	6	0	1	0	0	0
ensmusg00000109513	0	0	0	0	0	0	0	0	0
ensmusg00000030630	14	4	6	38	10	52	50	67	60
ensmusg00000030629	805	733	1137	456	462	1041	560	518	338
ensmusg00000085236	3	1	6	3	7	6	0	0	0
ensmusg00000092429	0	0	0	0	0	0	0	0	0
ensmusg00000092217	0	0	0	0	0	0	0	0	1
ensmusg00000068629	0	0	0	0	1	0	1	2	1
ensmusg00000070460	0	1	0	0	0	0	0	2	3
ensmusg00000092425	0	0	0	0	0	0	0	0	0
ensmusg00000070459	0	0	0	0	0	0	0	0	0
ensmusg00000092214	0	0	0	0	0	0	0	0	0
ensmusg00000066372	0	0	0	0	0	0	0	0	0
ensmusg00000094950	0	0	0	0	0	0	0	0	0
ensmusg00000092530	0	0	0	0	0	0	0	0	0
ensmusg00000092422	0	0	0	0	0	0	0	0	0
ensmusg00000092621	0	0	0	0	0	0	0	0	0
ensmusg00000092211	0	0	0	0	0	0	0	0	0
ensmusg00000092199	0	0	0	0	0	0	0	0	0
ensmusg00000095664	0	0	0	0	0	0	0	0	0
ensmusg00000092259	0	0	0	0	0	1	0	0	0
ensmusg00000096861	0	0	0	0	0	0	0	0	0
ensmusg00000092562	0	0	0	0	0	0	0	0	0
ensmusg00000092313	0	0	0	0	0	0	0	0	0
ensmusg00000090773	0	0	0	0	0	0	3	0	0
ensmusg00000091006	0	0	0	3	0	0	0	1	0
ensmusg00000092256	0	0	0	0	0	0	0	0	0
ensmusg00000108857	0	0	0	0	3	0	1	0	3
ensmusg00000092431	0	0	0	0	0	0	0	0	0
ensmusg00000092467	0	0	0	0	0	0	0	0	0
ensmusg00000090806	0	0	0	0	0	0	0	0	0
ensmusg00000091205	0	0	0	2	0	0	7	0	0
ensmusg00000092533	0	0	0	0	0	0	0	0	0
ensmusg00000092567	0	0	0	0	0	0	0	0	0
ensmusg00000092352	0	0	0	0	0	0	0	0	0
ensmusg00000051877	0	0	0	0	0	0	0	0	0
ensmusg00000092426	0	0	0	0	0	0	0	0	0
ensmusg00000092410	0	0	0	0	0	0	0	0	0
ensmusg00000092179	0	0	0	0	0	0	0	0	0
ensmusg00000092307	0	0	0	0	0	0	0	0	0
ensmusg00000092287	0	0	0	0	0	0	0	0	0
ensmusg00000070458	0	0	0	0	0	0	0	0	0
ensmusg00000092440	0	0	0	0	0	0	0	0	0
ensmusg00000090774	0	0	0	0	0	0	0	5	0
ensmusg00000092263	0	0	0	0	0	0	0	0	0
ensmusg00000092529	0	0	0	0	0	0	0	0	0
ensmusg00000092608	0	0	0	0	0	0	0	0	0
ensmusg00000092330	0	0	0	0	0	0	0	0	0
ensmusg00000092357	0	0	0	0	0	0	0	0	0
ensmusg00000092532	0	0	0	0	0	0	0	0	0
ensmusg00000090436	0	0	0	1	0	0	0	0	0
ensmusg00000092587	0	0	0	0	0	0	0	0	0
ensmusg00000092419	0	0	0	0	0	0	0	0	0
ensmusg00000091239	0	0	0	0	0	0	0	0	0
ensmusg00000057540	0	0	0	4	0	0	1	0	0
ensmusg00000092197	0	0	0	0	0	0	0	0	0
ensmusg00000076389	0	0	0	0	0	0	0	0	0
ensmusg00000054054	0	0	0	0	0	0	0	0	0
ensmusg00000054498	1	0	0	0	0	0	0	0	0
ensmusg00000055610	0	0	0	0	0	0	0	1	4
ensmusg00000092388	0	0	0	0	0	0	0	0	0
ensmusg00000055571	0	0	0	0	0	0	2	0	0
ensmusg00000062426	0	0	0	0	0	0	0	0	0
ensmusg00000039608	0	0	0	0	0	0	0	0	0
ensmusg00000110039	0	0	0	0	0	0	0	0	0
ensmusg00000061549	0	0	0	0	0	0	0	0	0
ensmusg00000092401	0	0	0	0	0	0	0	0	0
ensmusg00000020168	0	0	0	1	0	0	0	0	0
ensmusg00000062878	1	0	0	0	0	0	0	0	0
ensmusg00000057067	0	0	0	0	0	0	0	0	0
ensmusg00000092293	0	0	0	0	0	0	0	0	0
ensmusg00000092372	0	0	0	0	0	0	0	0	0
ensmusg00000059319	0	0	0	0	12	3	0	0	0
ensmusg00000062042	0	0	0	0	0	0	0	0	0
ensmusg00000063394	0	0	0	0	0	0	0	0	0
ensmusg00000060688	0	0	0	0	0	0	0	0	1
ensmusg00000001773	5	10	19	81	53	88	81	139	81
ensmusg00000090949	0	0	0	0	0	0	0	0	0
ensmusg00000092195	0	0	0	0	0	0	0	0	0
ensmusg00000092376	1	0	0	0	0	0	0	0	1
ensmusg00000091962	0	0	0	0	0	0	0	0	0
ensmusg00000090362	0	0	0	0	0	0	0	0	0
ensmusg00000109334	0	0	0	0	0	0	0	0	0
ensmusg00000108816	0	0	0	0	0	0	0	0	0
ensmusg00000030562	23	18	30	9	15	6	6	11	7
ensmusg00000004651	0	0	0	0	2	0	0	4	0
ensmusg00000049583	21	15	11	310	301	758	417	506	269
ensmusg00000108983	0	0	7	5	2	0	0	15	1
ensmusg00000108893	0	0	0	1	0	1	0	9	0
ensmusg00000109461	0	0	0	0	0	0	0	0	0
ensmusg00000108890	0	0	0	3	0	1	0	2	3
ensmusg00000087947	0	0	0	0	0	0	0	0	0
ensmusg00000108993	0	0	2	11	7	3	2	0	8
ensmusg00000030560	25	54	59	34	53	75	51	54	45
ensmusg00000097423	0	0	0	0	0	0	0	0	0
ensmusg00000109244	2	3	4	3	6	8	9	11	6
ensmusg00000077693	0	0	0	0	0	0	0	0	0
ensmusg00000030559	1	7	1	3	0	1	0	1	2
ensmusg00000080748	0	0	0	0	0	0	0	0	0
ensmusg00000069972	35	82	136	12	27	56	24	24	25
ensmusg00000098174	0	0	0	0	0	0	0	0	0
ensmusg00000109135	0	0	0	0	0	0	0	0	0
ensmusg00000109278	0	0	0	0	0	0	0	0	0
ensmusg00000039428	385	390	477	526	469	877	593	620	379
ensmusg00000109576	6	1	4	0	0	0	1	0	11
ensmusg00000094780	0	0	0	0	0	0	0	0	0
ensmusg00000096631	0	0	0	0	0	0	0	0	0
ensmusg00000109327	1	0	0	0	0	0	0	0	0
ensmusg00000109199	1	2	2	5	0	1	0	10	0
ensmusg00000049791	50	87	58	18	27	52	58	29	24
ensmusg00000109311	0	0	0	0	0	0	0	0	0
ensmusg00000039405	59	57	72	7	35	38	10	5	10
ensmusg00000030623	2	0	0	0	0	2	0	0	0
ensmusg00000108875	0	0	0	0	0	0	0	0	0
ensmusg00000098019	0	4	0	1	0	1	0	4	3
ensmusg00000092071	0	0	0	0	0	0	0	1	2
ensmusg00000030621	6	15	4	69	44	90	97	184	96
ensmusg00000089938	0	0	0	0	0	0	0	0	0
ensmusg00000109150	3	0	0	0	3	0	0	0	0
ensmusg00000039391	14	8	10	1634	1110	2128	2803	2601	1384
ensmusg00000062797	204	253	335	128	131	330	185	188	173
ensmusg00000030619	413	452	579	176	181	399	172	232	159
ensmusg00000109038	3	0	3	0	0	5	0	0	0
ensmusg00000097585	14	11	19	28	7	14	30	34	11
ensmusg00000109245	0	0	0	15	0	1	2	12	4
ensmusg00000108897	0	0	0	4	0	1	2	6	0
ensmusg00000062235	0	0	0	0	0	0	0	1	0
ensmusg00000097162	24	7	19	37	28	46	108	91	71
ensmusg00000039361	2229	1963	2746	1452	1398	2853	1269	2005	1229
ensmusg00000109429	108	23	78	22	32	23	20	12	13
ensmusg00000109498	41	13	68	42	11	7	3	33	21
ensmusg00000109005	31	5	20	21	1	3	24	5	6
ensmusg00000109279	28	6	25	17	4	8	13	6	0
ensmusg00000030617	0	0	0	5	0	2	6	1	0
ensmusg00000084480	4	10	4	8	10	6	8	4	14
ensmusg00000030616	56	41	45	79	11	34	108	182	127
ensmusg00000044362	23	40	62	438	248	509	540	489	323
ensmusg00000051451	566	415	644	393	277	498	327	468	279
ensmusg00000030615	92	155	153	79	64	129	95	115	70
ensmusg00000109216	2	2	3	14	0	1	1	2	0
ensmusg00000030614	190	209	193	176	176	272	277	408	184
ensmusg00000108872	3	3	2	15	9	13	19	31	13
ensmusg00000109074	1	1	7	2	1	2	1	1	3
ensmusg00000109242	0	0	0	0	0	0	0	0	0
ensmusg00000109431	0	0	1	0	0	0	0	1	0
ensmusg00000109125	50	18	30	37	10	4	42	28	21
ensmusg00000109562	8	2	2	10	1	1	1	3	2
ensmusg00000108956	12	0	8	0	0	1	3	3	10
ensmusg00000052572	62	52	74	617	362	561	934	1127	646
ensmusg00000098805	0	0	0	0	0	0	0	0	0
ensmusg00000099001	0	0	0	0	0	0	0	0	0
ensmusg00000109239	12	0	11	7	0	2	9	22	16
ensmusg00000108819	0	0	5	6	1	0	0	5	7
ensmusg00000109387	1	0	2	8	0	5	0	12	0
ensmusg00000089271	0	0	0	0	0	0	0	0	0
ensmusg00000109353	5	0	3	2	0	0	7	2	1
ensmusg00000108920	1	0	1	1	6	0	0	0	0
ensmusg00000088216	0	0	0	0	0	0	0	0	0
ensmusg00000109320	11	3	2	1	7	6	16	5	11
ensmusg00000109370	0	0	2	10	7	7	4	0	0
ensmusg00000109217	0	0	0	9	2	0	0	0	0
ensmusg00000109505	9	1	3	6	0	2	0	0	2
ensmusg00000109044	4	0	0	0	0	1	0	10	1
ensmusg00000109256	0	0	0	0	0	0	0	0	0
ensmusg00000064403	0	0	0	0	0	0	0	1	0
ensmusg00000109037	0	0	0	0	0	0	2	0	0
ensmusg00000109481	0	0	0	0	0	1	1	0	0
ensmusg00000108953	0	0	0	1	0	0	0	0	0
ensmusg00000109191	6	0	2	1	0	0	2	2	1
ensmusg00000108826	0	0	1	0	0	0	0	0	0
ensmusg00000109382	0	0	0	0	0	0	0	0	0
ensmusg00000109574	0	1	6	15	1	3	4	8	12
ensmusg00000109031	2	0	1	1	0	2	2	3	6
ensmusg00000030613	559	668	757	321	299	605	357	283	273
ensmusg00000041343	162	137	220	950	588	1507	1113	1331	672
ensmusg00000103887	14	6	17	13	0	1	0	9	2
ensmusg00000098066	27	2	25	25	9	14	23	47	33
ensmusg00000102555	64	13	69	60	34	22	35	58	44
ensmusg00000041328	1166	714	1171	758	664	1222	1097	1174	741
ensmusg00000109395	0	0	0	0	0	0	0	0	0
ensmusg00000098041	1	0	2	0	0	1	0	1	0
ensmusg00000074024	343	100	357	363	92	142	293	284	278
ensmusg00000030643	252	220	219	321	196	605	364	494	203
ensmusg00000109257	1	0	0	8	0	0	0	21	0
ensmusg00000030641	157	169	152	11	52	81	9	0	2
ensmusg00000061119	286	266	320	99	154	382	67	119	36
ensmusg00000109268	1	0	8	0	0	0	0	0	0
ensmusg00000108994	0	0	0	3	0	6	0	0	0
ensmusg00000097644	11	7	13	1	1	6	1	0	3
ensmusg00000054061	47	57	61	28	33	51	11	21	6
ensmusg00000051515	2217	2251	3123	460	801	1583	237	227	126
ensmusg00000088877	0	0	0	0	0	0	0	0	0
ensmusg00000109196	0	0	3	0	0	0	1	0	0
ensmusg00000087412	143	296	389	90	130	222	111	145	84
ensmusg00000109175	2	0	0	0	0	0	0	0	0
ensmusg00000109315	0	0	0	0	0	0	0	0	0
ensmusg00000109195	0	0	3	0	0	0	0	0	0
ensmusg00000109077	0	0	0	0	0	0	0	0	0
ensmusg00000109226	0	0	0	0	0	0	0	0	0
ensmusg00000109440	0	0	0	0	0	0	0	0	0
ensmusg00000108532	60	12	20	8	10	3	14	8	36
ensmusg00000096033	1	0	4	0	0	0	0	0	0
ensmusg00000108315	0	0	0	0	0	0	0	0	0
ensmusg00000108516	3	0	8	0	0	0	0	2	0
ensmusg00000108433	0	0	0	0	0	0	0	0	0
ensmusg00000084636	0	1	0	0	0	0	0	0	0
ensmusg00000065875	0	2	1	0	0	1	0	3	4
ensmusg00000108786	0	1	0	0	0	0	0	0	0
ensmusg00000108429	1	0	0	0	0	0	0	0	0
ensmusg00000108628	0	0	0	0	0	0	0	0	0
ensmusg00000048078	4567	2772	5145	2743	3644	7463	1876	2272	1137
ensmusg00000108528	25	25	25	8	8	26	22	9	6
ensmusg00000076143	0	1	0	0	0	0	0	0	0
ensmusg00000099030	0	0	0	0	1	0	0	0	0
ensmusg00000085751	0	0	0	0	0	0	0	0	0
ensmusg00000082780	0	2	0	0	0	0	0	0	0
ensmusg00000085792	0	0	0	0	0	0	0	0	0
ensmusg00000053049	0	0	1	0	3	2	0	0	0
ensmusg00000085443	0	1	0	0	0	0	0	0	0
ensmusg00000108635	0	0	0	0	0	0	0	0	0
ensmusg00000089259	0	0	0	0	0	0	0	0	0
ensmusg00000085560	3	13	4	15	7	21	13	36	19
ensmusg00000087980	0	0	0	0	0	0	0	0	0
ensmusg00000018995	139	124	167	105	60	126	92	122	80
ensmusg00000004508	372	377	517	189	312	489	222	289	100
ensmusg00000035713	61	46	76	78	51	90	46	85	22
ensmusg00000044952	55	49	74	59	63	146	95	109	36
ensmusg00000035704	72	68	62	30	32	52	22	49	19
ensmusg00000030647	313	511	662	441	441	673	547	530	317
ensmusg00000083974	7	1	4	1	0	2	1	1	1
ensmusg00000035686	4	1	29	74	16	96	164	115	166
ensmusg00000051727	22	23	19	13	15	32	7	10	3
ensmusg00000025133	936	905	1257	425	576	1286	433	617	338
ensmusg00000065360	3	0	3	0	0	0	1	0	0
ensmusg00000035642	61	136	89	86	100	183	116	151	122
ensmusg00000035623	3532	2462	4057	2037	2338	4690	1977	2703	1377
ensmusg00000108405	0	0	0	0	0	0	0	0	0
ensmusg00000108442	11	7	11	0	10	7	1	1	3
ensmusg00000086433	0	0	0	0	0	0	9	0	0
ensmusg00000086993	11	2	7	6	6	6	4	11	0
ensmusg00000108547	0	0	0	0	0	0	0	0	0
ensmusg00000025439	1035	1366	1531	522	747	1190	788	947	446
ensmusg00000042797	21	9	31	40	43	50	32	34	14
ensmusg00000030774	721	811	1000	660	462	1160	1028	1410	826
ensmusg00000108424	1	0	0	0	0	0	0	0	0
ensmusg00000035582	0	0	0	0	0	0	0	7	0
ensmusg00000030761	8	25	17	1627	525	906	2465	2594	1616
ensmusg00000035547	1154	968	1576	216	315	642	104	193	82
ensmusg00000074006	2	7	4	3	3	3	1	0	0
ensmusg00000097749	3	1	1	3	0	1	0	3	0
ensmusg00000074004	2	6	5	0	0	6	0	5	0
ensmusg00000030760	274	217	298	389	287	403	461	644	392
ensmusg00000049580	254	210	327	632	545	1064	572	651	396
ensmusg00000108449	0	2	0	0	0	0	0	0	0
ensmusg00000108346	0	0	0	0	0	0	0	0	0
ensmusg00000074003	0	1	0	0	0	0	4	5	0
ensmusg00000108764	0	0	0	0	0	0	0	0	0
ensmusg00000108508	0	0	0	0	0	0	0	0	0
ensmusg00000090958	7	9	12	13	20	40	0	4	3
ensmusg00000065803	0	0	0	0	0	0	0	0	0
ensmusg00000055446	0	0	0	0	0	0	0	0	0
ensmusg00000035401	1243	812	1327	1106	669	1620	1318	1465	659
ensmusg00000109101	1	0	0	0	0	0	0	0	0
ensmusg00000086477	32	31	56	40	38	44	60	30	52
ensmusg00000030753	1856	1784	2106	1105	843	2021	1195	1441	690
ensmusg00000109149	0	2	1	0	0	0	0	0	0
ensmusg00000108988	0	0	0	0	0	0	0	0	0
ensmusg00000015957	0	9	0	80	24	21	127	130	61
ensmusg00000091496	0	0	0	0	0	0	0	0	0
ensmusg00000035354	128	122	133	193	132	254	362	236	242
ensmusg00000109282	0	0	0	0	0	0	0	1	3
ensmusg00000109130	0	0	0	0	0	1	0	0	0
ensmusg00000089501	0	0	0	0	0	0	0	0	0
ensmusg00000109492	5	0	1	0	0	3	0	1	0
ensmusg00000109073	3	0	0	1	0	0	8	0	0
ensmusg00000109468	3	0	1	7	0	0	3	0	0
ensmusg00000030747	18	25	28	114	19	42	112	175	72
ensmusg00000109052	0	0	0	0	0	0	0	0	0
ensmusg00000052396	10	9	3	0	0	0	2	5	0
ensmusg00000109472	5	2	4	4	3	8	1	2	2
ensmusg00000097015	2	2	1	0	0	0	1	6	0
ensmusg00000055407	1110	1225	1649	909	941	2475	849	1110	577
ensmusg00000109460	41	20	28	1	11	28	7	0	0
ensmusg00000070436	2844	3267	3763	2381	3347	5773	1899	2650	1058
ensmusg00000035314	220	207	269	82	110	221	45	94	13
ensmusg00000035298	69	179	213	17	57	95	2	0	2
ensmusg00000030744	3307	5435	5487	2046	2287	4149	2402	2421	1763
ensmusg00000064966	0	0	0	0	0	0	0	0	0
ensmusg00000065822	406	490	654	313	289	257	467	342	560
ensmusg00000065311	6	10	6	8	14	10	17	10	8
ensmusg00000018909	375	430	418	932	423	1107	1355	1428	777
ensmusg00000065571	0	0	0	1	0	0	0	0	0
ensmusg00000108850	0	0	0	0	0	0	1	6	0
ensmusg00000096606	1	2	8	35	17	26	70	57	32
ensmusg00000097974	4	8	10	29	5	43	32	11	18
ensmusg00000065698	0	0	0	0	0	0	0	0	0
ensmusg00000030737	20	29	21	63	56	37	122	107	26
ensmusg00000085095	0	0	0	8	0	4	33	27	16
ensmusg00000109559	0	0	0	0	0	0	0	0	0
ensmusg00000108965	0	0	0	0	0	0	0	0	0
ensmusg00000073998	0	0	0	0	0	0	0	0	0
ensmusg00000109275	0	0	0	0	0	0	0	0	0
ensmusg00000073997	0	0	0	0	0	0	0	0	0
ensmusg00000053360	0	0	1	2	0	2	0	0	0
ensmusg00000035239	41	39	41	74	73	123	54	105	40
ensmusg00000035227	1368	1810	1929	1195	1136	2120	1433	1521	1152
ensmusg00000035211	15	5	12	102	39	79	166	180	104
ensmusg00000109002	1	0	0	2	0	0	0	0	2
ensmusg00000108985	2	4	0	2	0	0	0	0	2
ensmusg00000058761	591	531	654	451	434	878	741	655	402
ensmusg00000108823	0	0	0	0	1	0	1	0	0
ensmusg00000109384	0	0	0	29	0	0	36	43	20
ensmusg00000030732	1	1	0	12	1	0	5	4	4
ensmusg00000030726	536	560	786	479	444	924	575	586	359
ensmusg00000030725	33	34	49	7	11	50	44	19	3
ensmusg00000109186	0	0	0	0	0	0	6	1	5
ensmusg00000035165	0	1	2	2	0	2	0	0	0
ensmusg00000109435	0	0	0	5	0	2	0	1	0
ensmusg00000030729	330	357	370	850	543	1168	1222	1969	909
ensmusg00000089987	0	0	0	0	0	0	0	0	0
ensmusg00000051048	178	97	115	525	279	1025	566	589	429
ensmusg00000030718	1089	961	1311	989	1026	2259	1117	1683	786
ensmusg00000047248	874	803	1013	1077	750	1648	1303	1435	861
ensmusg00000109046	10	1	1	8	4	0	0	9	0
ensmusg00000099137	0	1	1	1	0	0	0	5	8
ensmusg00000102241	3	3	2	5	1	4	9	4	0
ensmusg00000032942	0	0	0	12	0	1	45	9	14
ensmusg00000033685	386	451	421	1896	1491	2963	2371	2482	1306
ensmusg00000030708	11	12	13	779	539	1397	763	736	571
ensmusg00000109560	0	0	0	0	0	0	0	0	0
ensmusg00000044881	46	76	47	61	18	41	74	113	41
ensmusg00000109123	0	0	1	0	0	0	0	0	0
ensmusg00000030706	230	273	323	383	285	547	429	688	375
ensmusg00000108990	0	0	0	0	0	0	0	0	0
ensmusg00000081359	0	0	2	0	0	0	0	0	0
ensmusg00000030704	1922	2203	2868	2254	2009	4050	2771	3750	1988
ensmusg00000082210	3	0	1	0	0	0	0	0	2
ensmusg00000030701	530	520	493	2188	468	903	4086	4688	2706
ensmusg00000108866	0	6	0	4	0	3	1	8	10
ensmusg00000029461	2459	2061	2917	2031	2328	4467	2013	2581	1325
ensmusg00000109035	0	0	0	0	0	0	0	0	0
ensmusg00000097388	0	1	0	2	0	1	1	1	1
ensmusg00000109109	0	2	2	1	0	2	0	6	0
ensmusg00000008318	17	24	34	44	5	18	49	66	61
ensmusg00000032875	319	410	432	756	313	764	800	1358	658
ensmusg00000093296	0	0	0	0	0	0	0	0	0
ensmusg00000048779	3	2	5	26	15	26	11	6	9
ensmusg00000109132	0	0	0	0	0	0	0	0	5
ensmusg00000032860	2	0	1	0	0	0	1	4	0
ensmusg00000108895	0	0	0	0	0	0	0	0	0
ensmusg00000109171	0	0	0	0	0	0	1	0	0
ensmusg00000030691	1005	723	998	664	786	1603	646	805	517
ensmusg00000083121	1	3	1	1	0	1	0	2	1
ensmusg00000111425	18	1	6	5	0	2	0	0	0
ensmusg00000047767	38	28	41	38	32	55	39	47	32
ensmusg00000030688	37	33	46	318	256	398	516	591	273
ensmusg00000092364	0	0	0	0	0	0	0	0	0
ensmusg00000110099	0	0	0	1	0	0	0	0	0
ensmusg00000110239	0	0	0	0	0	0	0	0	0
ensmusg00000032812	84	102	133	514	599	1069	514	476	336
ensmusg00000109656	0	0	0	0	0	0	0	0	0
ensmusg00000030653	0	0	0	0	0	0	0	0	0
ensmusg00000110195	0	0	0	0	0	0	0	12	0
ensmusg00000065446	0	0	0	0	0	0	0	0	0
ensmusg00000110301	0	0	0	0	0	0	0	0	0
ensmusg00000092517	0	0	0	0	0	0	0	0	0
ensmusg00000067121	3	3	6	5	5	6	0	1	0
ensmusg00000030651	0	0	0	0	0	0	0	0	0
